ID,Mass,RT,Col-root-NL-0V-3,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-20V-2,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V,Col-root-NL-5V
785,307.9904,3.04,43106.23521,317165.9953,562928.3881,590112.9733,568716.8327,540728.5134,424141.3401,349047.3646,302902.5456,255014.8519,129408.1749
786,513.1317,7.34,552155.6784,191611.0085,77100.00599,32227.11082,34129.74688,20675.90495,8395.69402,8661.163658,5488.318114,4551.380699,433087.8402
787,894.5641,13.01,422304.1024,48192.12104,3936.831435,1,1,1,1,1,1,1,232361.5165
788,896.5181,19.55,1,1,1,1,1,1,1,1,1,1,1004.043414
789,368.293,16.35,27510.44514,33741.6586,46482.85902,62301.06556,49263.46678,40050.885,6430.054584,14383.1147,1546.193398,6158.831199,26197.46588
790,492.2474,20,1,1,1,1,1,1,1,1,295501.6099,147810.1213,1
791,247.0311,1.44,599162.4983,173776.3263,121720.6293,96257.06867,101733.6808,69680.39089,52639.59624,44918.53395,41440.8027,36266.48523,377118.0933
792,662.2693,11.54,427064.2018,203497.9154,63073.98612,25233.12658,39760.6274,17774.91245,10610.3087,7806.490432,4936.314923,2688.341471,387304.3279
793,932.534,14.53,1,1,1,1,1,1,1,1,1,1,1
794,535.346,12.81,484304.3175,461338.4709,461433.1804,422718.3788,414531.9315,347145.8385,219089.3206,92922.0278,30472.45388,6889.871235,471944.3062
795,494.2372,7.17,578064.1276,197654.8694,87176.65964,45150.13168,55233.86049,32089.01546,18947.43082,12781.72529,6514.300158,411.9990309,476499.2682
796,874.5323,20.05,1,1,1,1,1,1,1,1,1,1,1
797,226.1685,5.57,1,1,1,1,1,1,4682.821698,41658.37475,162638.0755,495714.5521,1
798,278.2608,11.58,10089.70884,86426.8955,327836.7564,87958.24795,74871.69571,120400.6209,133510.0497,528352.1583,431309.5353,333953.6342,14566.54727
799,646.1307,3.95,530466.0808,1,1,1,20089.45609,8829.141167,11151.27462,1,11546.98885,10809.15619,73052.54464
800,111.9961,1.02,28385.81766,1314.074816,650.487197,8451.21821,1,683.1868967,1,1,575.1237978,2010.132255,24486.23185
801,219.1112,2.2,595963.4454,358281.5119,262290.1965,181287.9357,206102.0733,151361.8039,98674.1889,79550.40597,48388.98335,36961.63309,526025.503
802,152.0475,5.27,1,57025.03249,105570.2174,165100.3037,164376.3729,287421.566,483983.9639,521884.4663,508868.7784,447888.4266,7543.960023
803,626.1491,3.08,492462.9615,569003.9617,574766.7327,569928.0123,545314.7054,462340.6806,322932.7182,228666.5149,121547.6148,158797.5164,479919.6091
804,488.3131,4.39,171801.2032,128108.6878,85396.8244,24355.27533,27848.61637,5148.490382,2175.151449,1,2464.68085,2769.573171,161290.4439
805,500.0532,4.53,238595.5746,595535.7535,270363.6467,211956.2539,271966.0981,111030.7861,60147.61267,63453.51211,24817.53181,28413.69047,599205.8238
806,101.941,17.57,17906.05844,72349.44424,129436.6344,190571.3647,179690.4876,292866.7522,372537.0619,438344.1114,489502.7297,528319.9707,70558.89919
807,845.5474,18.87,397932.9609,159775.7864,35902.20132,11147.87252,15959.7244,12998.11012,15632.34076,8588.300566,5727.362535,1788.83091,345139.8317
808,340.0804,2.79,467588.5306,258587.6677,123147.8041,55836.72125,64662.90576,42994.96828,45660.2601,27991.70242,26312.00117,25303.57932,426467.0818
809,614.0461,4.54,503932.6854,39692.60656,2406.947548,1,2369.979378,3638.256069,4257.161106,1,768.0794664,702.8647889,292551.3403
810,328.131,5.04,94397.62522,273534.6613,337428.8322,228034.3652,403348.2548,210893.2009,167584.3507,56788.32839,32952.57061,3880.274501,190482.3548
811,128.0088,3.54,156317.8155,579001.3083,593535.2406,499110.0134,494127.8378,410727.0773,323794.0103,270757.0629,236597.1034,210725.5809,458971.1737
812,144.0065,1.13,205406.7835,30794.24708,215878.7385,175299.4473,130634.4057,116588.2828,65205.02977,6472.186748,55586.94761,4753.575806,1
813,194.0582,3.69,1,1,258191.7406,486968.277,380572.139,512021.203,537668.4083,444015.6138,341465.717,215806.3196,1
814,890.467,14.05,4555.364989,1,74566.18946,95922.79505,77692.87321,84085.84386,46447.81821,1,5584.214044,1,1
815,1044.2,6.44,443268.1654,245279.1145,77702.12876,12357.18825,16192.64921,1,1,1,1,1,384272.1966
816,595.2153,4.32,359259.3954,486067.7889,572449.0377,523217.3317,513136.9999,290196.0402,201083.4501,109515.2907,214614.5577,293242.8591,40824.01236
817,192.0787,6.8,1,15420.22465,24038.11738,51035.99263,56954.57442,134243.1269,249543.453,356201.6247,320671.4176,559950.1289,23147.12878
818,591.1586,4.18,544759.9357,483789.305,299448.0337,136929.7713,52847.4034,130578.2657,88550.86394,79316.44124,33208.34865,21388.46322,613939.7727
819,618.1782,2.53,670397.5067,27909.14012,3766.24388,2821.91701,2140.288367,269.272996,3704.631319,1863.970686,1044.805113,890.7997892,239564.2195
820,200.1411,6.76,52949.74495,288315.3865,502307.8089,576620.3404,576516.3757,545851.3058,462997.5949,362139.6421,289774.0185,224550.5602,86776.80076
821,336.1059,1.9,450796.1487,2920.343565,1,1,1,1,1,1,1,1,108343.5335
822,260.0202,4.44,42262.98212,340017.9596,570291.1332,546359.6346,519146.8536,491514.3799,464878.356,465919.2591,450076.291,379092.3485,92784.5918
823,902.4697,13.7,938171.7543,694601.3513,1026676.412,952126.2188,1043414.268,755122.8213,550757.2393,440625.3675,332868.1953,300451.6234,828645.1956
824,105.034,3.28,29045.71552,116090.8951,289489.9857,469068.4054,478376.6176,597434.5326,474495.1155,292064.9067,183330.3178,184423.1516,35876.17345
825,772.2066,3.74,515998.8084,608926.4115,503649.7335,559966.7255,568428.3066,498377.1603,385263.0828,244919.1933,660793.7565,144139.7444,543562.2165
826,274.0692,2.08,361001.1897,27775.47948,1,1,1,1,1,1,1,1,201979.0045
827,860.4823,5.28,291885.3886,34729.80914,15173.44305,882.8313113,348.1596824,4811.810628,2116.795113,488.4451964,1,1,148033.5537
828,478.1195,3.74,405290.9987,401368.8136,349310.5134,245859.9861,229983.9121,153604.4365,147419.3377,153551.2273,140798.9399,122635.3543,432335.583
829,131.0953,1.47,506530.4538,437459.424,287299.4829,203578.5739,247962.719,249762.8441,146116.2978,175888.2647,52431.85443,131769.0248,578507.0506
830,374.1179,2.81,410125.31,316459.9939,336628.0264,402674.5992,374177.3415,378336.4045,291847.8279,201622.9073,130416.9211,92479.85196,412602.9595
831,492.2469,19.87,751614.1289,538525.619,367653.3204,317345.2621,333802.0693,296963.3297,320143.4195,311414.2517,1,1,726486.9132
832,494.229,9.61,293975.3802,292730.5955,203009.0354,101225.2904,93117.18939,52801.19461,31221.55923,19270.94625,12901.98046,12976.97261,291998.3033
833,620.429,18.98,475219.6453,239488.5081,60348.10238,5518.488638,5002.563661,2046.374631,2511.251972,4559.016046,636.7768528,1091.147724,414208.6335
834,499.0986,6.35,174813.8754,394568.3071,200660.1635,88833.22925,38139.62171,135994.4343,67206.70968,102745.4366,51176.08565,25766.54321,305651.2763
835,635.4167,15.86,262757.5198,391567.8327,268707.1675,293678.251,253658.0741,227194.8989,167370.0419,136591.0414,111232.5808,116214.2433,342184.106
836,959.5105,18.15,498232.1008,288545.239,58556.62722,1,1616.133527,1,1428.622691,339.2312383,1,331.114819,403422.7992
837,520.2814,11.71,407916.2973,547747.0997,312263.4822,215688.1776,164804.7021,71417.06011,50816.90179,45828.46166,34752.69407,14126.06897,433030.674
838,198.9194,1.01,312591.9744,355464.0356,342215.7642,299755.1885,269936.6423,231761.8563,178913.3745,178682.5961,121661.6742,82748.88668,273042.8934
839,151.9876,13.71,1,2448.845835,18956.18312,46738.4948,42060.97295,121004.1187,237866.4892,433310.4181,620991.8427,440190.4668,1
840,228.0134,10.51,72620.72539,60602.7066,42935.30076,31591.19174,26097.80605,18544.97207,16627.36363,17776.03071,1,1296.068834,51384.48502
841,245.0692,4.76,403105.5135,311489.0741,165625.6258,90076.93511,71935.38333,37196.98164,20651.01366,7566.741775,6024.661462,935.0055928,383860.5171
842,356.092,8.18,364374.5338,276519.2184,221142.738,130118.9688,141885.8639,67380.70052,37832.30646,20520.77032,14566.96472,8821.851926,354313.355
843,634.5644,19.16,1,96125.89451,102971.0249,2305.151954,1,1,1,1,1,1,794796.5147
844,217.0954,4.05,281899.5549,114519.3511,95041.84424,56506.01805,48404.46013,25324.69508,16502.5977,9485.941109,5635.159569,3641.134026,180762.2341
845,504.2453,15.68,259007.0969,204723.6435,99584.01985,53173.28424,41422.90078,40275.05888,48237.86893,10455.93696,40297.78433,21839.07328,281478.2453
846,422.2433,16.36,301141.8171,279823.5569,145438.3456,149900.3114,41291.43753,89339.21673,60468.33041,61717.85318,44386.48609,16068.04595,270412.3877
847,278.2244,14.95,463362.4894,448628.1923,305422.1668,145663.1557,164957.2553,77348.93684,66194.85286,60540.48006,65992.78404,62748.2809,467945.3655
848,644.2523,4.23,346295.784,24512.48159,8268.609936,11214.55586,4287.966445,4913.18292,1,2459.15049,1990.650444,1702.265362,124694.1982
849,384.197,17.87,372855.1773,440088.9856,396575.934,265446.3064,269636.7995,119974.9442,59748.78772,44039.38098,39688.57584,24969.93471,432533.692
850,131.0588,1.32,541936.1369,333345.2248,289471.1926,243169.8179,228773.5915,196765.1238,155239.4801,103742.6556,83667.47683,70121.46278,440084.2559
851,240.209,12.98,45487.76069,312781.3233,547606.109,583017.022,570047.3923,547113.8421,434113.1883,317742.4439,186265.7608,183512.8837,90351.33249
852,454.1253,6.74,69179.43801,140554.3538,402505.1646,547387.3599,516909.3237,556828.6213,495787.7968,442627.6353,286625.3368,206512.9793,75178.02629
853,595.4029,16.37,559411.7236,540212.8765,517314.1293,485154.2576,446660.8222,366125.256,201640.4273,80404.05893,28472.55066,16770.00592,547009.5964
854,323.2107,9.58,400430.3401,412484.1891,252463.3958,149449.2047,149216.9923,100913.179,66738.96933,50678.28341,35857.90231,26810.23479,435139.5396
855,133.0492,0.99,511455.1266,459146.6846,300695.5406,424270.4746,284636.8674,24055.03346,462544.0271,346384.5057,46593.88267,504805.4785,427065.5955
856,546.059,4.39,532181.2999,102638.1282,31993.72554,15441.61166,21953.1413,22885.13812,15705.4159,12226.73876,8486.285354,7389.095223,403206.9268
857,610.2076,4.01,300158.7388,253005.0363,53583.21195,168949.6958,174178.15,184141.4708,279405.1618,298479.0108,326356.1711,316757.8843,93970.31847
858,149.0239,3.27,56784.43243,175075.1477,287277.7833,411817.2362,376047.759,317344.0894,137879.5018,79911.9254,1,260633.9538,81030.18447
859,478.0885,3.1,6528.135099,1,67570.26177,285851.7684,224841.9874,535764.268,468245.0993,259239.0592,119766.4194,72784.68124,1
860,892.3151,6.65,117882.0029,201422.9143,159226.6116,135062.0229,99290.54273,69533.40459,18440.76626,4442.544721,1,1411.792022,164009.4628
861,307.0839,6.78,298689.8968,460933.2671,365858.4527,230847.1315,225669.2929,117893.6003,56237.53349,37547.91146,32320.01793,30581.92207,528435.4187
862,541.2438,11.53,338153.0077,353259.2247,312139.2602,276703.9917,281237.5336,204061.7928,148348.396,135467.3631,110044.3296,82881.80794,343249.2631
863,342.0959,3.06,399937.6487,189299.5134,88162.97797,49348.67807,48630.48477,40692.07519,38562.26127,34695.33341,32844.82788,20981.92843,363099.849
864,390.0723,3.28,529941.7567,3610.903125,4153.294928,1,8065.68887,5923.62488,2545.967845,1230.692393,8544.400738,10674.17776,129242.2335
865,660.2212,7.68,183658.2234,78415.71654,35093.2453,2489.833589,4402.867469,2328.403199,4929.552338,3606.236642,4655.852873,1850.422249,207111.1864
866,534.2961,12.38,1339160.155,927190.0846,824605.3387,655890.5552,1,42912.2668,287003.1375,81006.42424,101065.6778,92277.31044,1294532.902
867,470.2638,13.13,1,1,1,1,1,1,1,1,1,1,1
868,133.9308,18.15,233005.5734,10925.80139,1,1,1,1,1,1,1,1,81480.04485
869,880.2395,5.24,25019.29055,274881.5801,441276.8395,467199.5393,464674.3034,365939.4515,236686.4025,132033.4573,142712.2562,52954.47756,128835.3095
870,254.2599,14.2,61511.182,168254.6942,351641.9039,12587.04887,736350.2152,797593.2303,456030.1139,351166.4872,228954.8217,1,100075.486
871,490.1841,5.04,442185.3134,185244.0479,28458.93457,1,1,1,1,1,1,1,261088.0383
872,824.199,3.89,515310.3284,277971.9617,74419.54538,18754.68389,1,1,1,1,1,1,484414.9702
873,611.2454,11.59,588371.8167,234739.4611,90537.79355,115626.4888,118878.2095,95990.52999,84104.94065,72512.40827,66009.57707,57484.02626,470095.0968
874,358.1403,4.85,87808.77496,448210.8765,349357.4395,148979.7182,152690.6703,65048.24341,37087.22746,21291.88753,1,12436.38202,199082.6888
875,340.0966,5.1,415892.4834,448677.1053,492231.1781,378949.4171,415872.8014,321073.3957,292122.7846,264006.2722,287528.9123,285893.0055,413522.026
876,629.0859,3.12,448352.8504,92566.28101,3615.717595,437.3603525,956.2312454,4188.214508,885.399241,1,1,1,253098.9253
877,162.0532,1.29,1,1,1,1,1,1,1,1,1,1,1
878,436.0612,2.27,464543.7747,1,1,1,1,1,1,770.9031715,1,1,28769.84934
879,599.0753,5.49,473851.9147,75727.15176,21302.03454,16529.01886,5012.845734,2409.650004,3817.753258,2363.195361,1,1634.403597,283768.4667
880,504.2208,15.69,150735.8183,198141.46,194733.9303,185390.6163,176012.0728,174023.5974,131996.1138,116944.2651,78026.36357,31440.03616,184115.318
881,462.1162,6.91,417892.4512,580600.8064,482336.6505,404893.4167,385290.4454,197869.9231,94905.13432,30628.26002,25516.7149,13320.32254,481103.8163
882,184.0354,1.44,184063.4098,211630.0728,224462.3449,147900.7504,157307.783,118920.6082,94609.44925,54013.42977,44591.13127,34727.30794,186993.5273
883,256.2401,16.37,299772.806,415220.417,473259.4375,446082.7041,403600.7859,377163.0518,392628.8516,412226.7577,409471.4352,431708.9503,339712.2807
884,302.044,3.45,1,1,1,1,4634.043701,29765.00967,103158.3223,201968.7791,314034.3365,458073.3663,1
885,659.3969,15.68,571438.2773,31463.2762,14545.40757,16423.07969,14379.41127,13625.06554,7933.993326,8335.439798,5270.717196,7312.803935,194346.4171
886,226.9345,1.03,62173.93826,84066.58645,20856.39046,40213.36111,37007.06069,46040.47061,53108.52438,226139.2034,1,24069.75411,147706.7769
887,456.2252,13.71,115522.2731,333255.0611,575043.2913,487371.77,550854.3905,396197.4337,244529.043,198955.2038,94796.9934,146923.3849,182794.2379
888,661.431,14.55,121514.2914,208293.0956,184624.1599,198746.2952,257562.2231,200789.5826,255751.3225,181440.1161,203418.9486,131460.3099,131387.5262
889,410.143,3.65,434733.7214,198852.543,328542.6628,302172.7417,296250.244,197079.0244,128187.7553,87243.91941,65022.01425,49735.51521,133828.6966
890,202.157,6.3,48198.02622,236973.8079,451381.3028,522237.385,551079.0992,541577.6959,449705.4934,331289.4905,203021.2449,136897.825,65041.37269
891,830.2325,2.81,327000.2578,130955.1905,54546.21247,25913.25487,23987.10188,21338.25954,15195.86553,8372.98776,4189.297655,2157.807324,245792.4089
892,520.1948,5.34,1243925.181,217024.5938,65751.6113,1,1,1,1,1,1,1,625453.905
893,756.2708,3.4,112377.0697,390042.2893,351519.1068,487434.2782,528041.722,353715.1449,245276.2567,370222.8827,364565.5537,214437.5449,352502.4933
894,485.0824,5.49,114259.1623,485632.9979,258046.2918,156356.0986,163141.2725,95813.70779,60818.91057,46674.57381,23528.47247,18524.2727,364320.1074
895,118.0421,3.34,49599.37206,136935.4647,172090.5361,148975.9756,154540.3888,117428.1276,144571.3845,283721.6505,416089.5587,561034.6375,69405.20809
896,302.0427,4.57,1,12019.65785,9891.63933,43127.44204,38472.34788,159483.036,341822.1514,451535.2112,434905.7534,364970.2174,7839.654695
897,208.0953,2.16,397167.6803,300524.7264,324702.7937,424989.1716,407948.5474,496013.1159,492420.7158,453678.2218,380072.3335,308922.859,336006.5565
898,148.074,1.78,463621.9353,474751.7472,362374.8604,241634.468,359323.7004,201412.6213,236498.9775,176546.3408,139712.1591,145775.2175,564908.8887
899,236.1258,3.48,17502.09788,129570.9594,382592.6895,514424.7888,491333.9126,326365.7107,135143.9314,51259.12805,22584.60569,9333.67049,20976.96962
900,230.0768,2.16,39268.56869,73248.32612,82970.51624,181169.2187,152228.5874,376523.1634,526875.5459,554637.8572,463164.049,383100.2224,63097.05592
901,151.9875,12.68,439.3825471,12105.44455,20790.70916,51220.28697,43900.38062,110568.4936,240032.3162,361695.0078,460441.6507,562457.7557,1959.510009
902,305.0849,4.75,105145.4903,1,1,1,1,1,1,1,1,1,33019.84814
903,658.3568,17.91,1,15954.29704,160784.458,524899.2488,506739.6806,577484.5173,280446.9043,114777.0693,62757.49646,50886.52719,1
904,552.1844,3.97,437846.8122,7696.302896,1,1,1,1,1,1,1,1,116531.2801
905,512.1508,4.6,256674.6925,57695.87636,18307.07727,20368.90328,18608.03514,21042.68536,15687.33249,14463.18392,13083.92375,6040.32911,204953.3223
906,334.2512,12.38,1,7696.085563,60061.084,227895.256,216809.9721,418665.1721,434968.1511,386833.1721,277074.8203,207612.6767,1
907,560.0255,4.45,405250.9841,225528.7382,129859.2211,102753.6972,99828.36543,99409.7221,95131.13408,27417.59318,87945.85079,92299.88432,358683.6073
908,275.0796,7.69,375031.2694,387484.6028,285231.6924,220045.7293,212349.9023,162758.3072,110068.4961,58421.95112,1,1,389187.258
909,525.135,6.78,395972.4386,31052.55934,22543.46181,20177.04212,15114.09744,13030.69954,9592.611153,6547.468547,5905.810651,3919.744996,125619.986
910,196.0735,7.09,34372.9339,112983.9556,289150.5972,462718.8228,327147.677,511949.7894,330728.3539,221353.4305,282187.7752,181031.3635,47912.05305
911,562.5302,15.09,1,5934.282149,604038.8592,23957.857,13225.01478,64949.64304,25597.7132,658713.7398,1,13322.95513,1
912,746.6181,16.98,382041.5968,398908.8749,314558.2268,161526.8031,158510.2028,51111.91538,21640.44525,22088.7326,28098.68174,26197.12407,339666.0835
913,242.0096,6.38,15388.49877,59871.49146,139180.261,317029.9177,328544.8903,479451.7282,557290.7239,531614.2368,481750.2156,456297.2383,32142.62602
914,242.2246,14.28,31720.2571,230077.6909,439836.1912,482930.8223,486908.8863,477748.491,443366.6853,343674.4158,253528.4276,165412.0631,60647.35553
915,518.3014,11.92,330809.4673,283020.7638,150177.2116,46366.9255,1,7746.124662,1,2022.689856,5499.65397,1,155227.1888
916,403.9258,0.8,408953.4826,361889.9571,348359.1054,288499.7641,289036.0174,272492.1946,262902.9341,254157.3783,232529.3528,210265.7837,413499.2413
917,145.9168,12.52,19571.43046,459708.467,609216.0782,424742.8112,408654.7725,248836.3031,134650.8212,67963.97036,36720.43044,16301.41494,74138.86054
918,724.5668,5.29,183850.0995,544178.3449,303267.3654,235695.1885,225428.7102,37182.77562,12774.57362,9288.459999,10322.03671,9666.666672,170732.5278
919,620.1723,7.08,270919.1787,210217.1355,30280.09381,8819.74737,14390.33941,1986.633121,1036.011665,740.6188394,1,913.8647045,214388.7182
920,183.1387,13.06,1,1,1,63883.41105,34065.43736,143434.4647,481593.0954,343106.4683,288900.5724,112788.356,1
921,206.2035,13.08,1,377.6130197,16958.23575,70499.17903,72464.56701,271662.716,593868.7055,439600.2339,461601.6987,166750.3889,1
922,120.0426,6.36,1,1,67076.60187,310101.5709,318629.2611,539489.3203,475724.3201,297432.6582,183744.0369,95266.23064,1
923,826.2451,7.09,185720.1853,180272.1979,97994.4774,33874.04772,45262.21344,19050.65073,12341.25649,15047.83057,3181.78121,3237.021663,240099.024
924,116.0112,1.21,398755.7815,513906.388,77518.96981,65717.84657,88643.93294,64106.86451,58577.15645,62867.69359,139668.2721,53335.48649,588816.3977
925,667.46,17.59,515952.5635,34268.62551,2351.104518,2317.110648,791.1208602,1,1,1727.294005,1,4642.43463,229719.498
926,210.0897,3.16,219710.4509,393782.7207,359651.2071,289713.7318,299804.4352,226633.6777,152747.2782,83325.01452,44871.34624,30199.25771,496775.7629
927,128.0841,13.06,1,1,2272.961638,38778.1392,27846.35877,100450.2998,247428.649,511126.0066,722449.8868,780781.3738,1
928,614.047,3.76,435263.3682,84329.7569,33534.44296,29792.967,32914.01616,20062.62127,16399.12588,7690.197568,1,1,261279.3675
929,440.1526,2.81,280351.1667,202365.653,83542.85823,42355.09853,36169.2522,20822.04495,17943.66562,15270.86698,8469.59417,10356.31271,302266.0092
930,448.1112,3.05,1498545.164,1563554.882,1051633.274,604924.7083,216237.341,352732.1569,295405.6753,295603.8693,278039.9851,234964.448,1572037.866
931,948.0798,2.72,374746.3847,349726.2308,329069.1737,276297.1188,213153.9538,215142.7136,148415.1192,87563.6286,52769.03283,32815.40798,408582.8384
932,137.0243,2.4,1,157003.22,286496.8467,233104.2261,242636.9523,197056.7557,169732.1039,125998.9267,124851.3371,127026.0138,63228.3434
933,312.1757,14.2,250016.7871,306209.5758,340367.9194,316469.4156,326658.4775,310829.3221,197196.3826,127164.3377,86050.51955,81064.99632,281912.4206
934,360.1031,2.82,441615.8548,28925.14265,22281.87958,29615.01724,32830.68212,6096.742263,8498.787097,9271.948382,6280.338346,1820.720217,150405.1381
935,916.5055,13.83,1,1,1,1,1,1,1,1,1,1,1
936,268.1169,1.77,477108.7781,1,1,1,1,1,1,1,1,1,32761.02895
937,184.9586,2.17,302053.4175,522678.0519,557429.8854,471562.2595,466789.0394,393251.4659,344764.1961,285527.9531,261166.781,236887.3206,488035.9756
938,112.0163,2.06,226582.3611,244632.1615,1,63211.84623,243760.4258,44634.19484,58006.36835,1,1,1,509082.5171
939,418.1931,3.16,383988.1233,8125.650245,1,1,1,1,1,1,1,1,103068.1474
940,613.2613,12.3,486724.4866,210722.4638,90556.3525,93709.80489,102119.785,89512.51748,92224.26811,77006.85532,71566.14032,63966.54034,474410.2484
941,545.1739,5.64,1,13122.65395,32266.87757,38718.79704,44550.91246,25866.48408,18473.87522,13977.79288,4501.181964,3858.474627,1
942,122.0369,4.09,38011.71568,35190.74536,1,1,1,70495.4282,181777.2119,349083.7811,444670.6132,487712.4069,27426.77713
943,565.39,12.35,318926.2842,184920.0892,58006.80036,40566.13544,40732.45982,33209.44107,24910.06093,16449.06028,9427.422851,6598.516635,274785.4591
944,275.9648,0.81,366913.4952,333383.6278,362382.1473,366224.5443,371125.7753,371705.602,365779.0757,365820.405,347663.8444,338224.2434,361899.6616
945,600.1294,3.95,1,1,1,1,1,19114.64259,23397.88828,134585.4265,346036.9461,497527.1726,1
946,620.2524,14.51,1,1,1,1,1,1,1,1,1,1,1
947,164.0478,2.58,152976.2389,441077.4858,502759.9697,443057.141,445612.202,351946.7668,236426.6023,136061.5547,98073.93303,74659.38706,352851.3183
948,208.0586,2.93,158883.9042,152190.4347,32075.62692,11554.42242,16457.86938,6225.474882,1,1,1,1,498765.1514
949,438.2104,5.33,330991.9481,377342.1642,247064.9515,165302.2751,163547.562,117690.2587,88051.53983,83955.98723,63070.88817,46804.50045,405720.0591
950,120.0424,5.07,57406.94795,523861.3795,399346.4654,241514.8018,236444.1605,142991.4052,85524.08393,36075.5722,16601.85038,1,376726.4337
951,464.255,12.08,125547.0521,204070.1459,170691.2804,72601.29016,17248.86198,1,1667.000193,3109.566931,634.380526,1812.501242,198183.5756
952,802.1424,2.8,199457.4363,129744.1817,43659.0631,29585.72596,18227.86504,30622.27106,25263.55687,18001.18132,14789.35938,7507.912858,180638.7213
953,272.032,3.98,1800.497467,1,8638.684143,8564.25365,10160.32455,10640.59156,2314.983219,44858.21767,151042.663,446660.7609,1
954,165.0798,2.05,419109.1684,438841.9623,374632.668,326863.0083,317409.6147,279250.8832,246619.5921,212746.233,185671.1166,165703.509,518975.8401
955,896.591,13.22,1,90725.93385,13108.74139,1,1,1,2106.382538,1,2604.755793,1,1
956,486.0393,2.07,287344.7738,385237.7592,272875.1876,189657.2838,263364.5977,175360.207,71162.90872,55782.34241,41169.34446,17276.73768,307135.2223
957,486.2797,17.94,261888.6495,269849.1784,320084.3763,286214.3086,296422.9309,217919.252,102861.3098,47125.35114,28486.91297,31961.38737,254061.3586
958,900.6161,14.32,728614.361,725799.5461,132019.2512,345419.0249,378504.4424,362812.0798,236240.9534,190043.326,1,1086.09764,1
959,342.1113,5.23,1,1,1,1,1,89201.01951,275769.2641,397064.6243,420668.1687,387322.6811,1
960,576.0379,4.45,206418.6775,44866.48789,22026.23372,31294.68379,32814.97518,32965.34942,28298.03257,27996.41337,21458.37996,24892.89296,92791.43578
961,438.2103,5.46,378269.9918,380979.6063,235575.7748,155228.6756,141315.2053,96622.72149,60880.36054,37483.53125,25066.41449,16564.76651,440410.8031
962,133.9308,17.07,373283.505,20145.6129,1,1,1,1,1,1,1,1,158459.141
963,143.0734,6.55,83891.50639,232995.7205,326255.7748,362767.166,362833.6838,406041.5577,443915.6441,440129.2079,443634.1233,455687.5274,128195.865
964,192.0428,5.25,1,1,1,1,1,141819.9149,325617.2889,450868.2384,493626.5518,437627.7134,4104.047506
965,531.2211,13.33,215648.2,332246.9638,208432.4758,174882.884,110940.3779,3294.193916,9585.881303,49240.03386,152349.5953,114977.8179,176976.3324
966,475.155,5,227780.4063,316056.3731,162446.4004,197695.324,262560.1683,169195.5344,78368.53782,74348.67138,61255.6007,42618.02422,313957.9531
967,946.2549,4.55,376488.0322,33536.91233,7991.498447,3300.107065,6654.231615,2918.479011,1,194.6641136,1008.905795,405.6938073,176440.9863
968,256.2403,19.52,1,1,1,1,1,1,1,1,1,1,1
969,192.0424,6.04,1,57176.66022,176864.2558,205635.7677,316815.446,309636.4162,497050.8071,396988.4539,376205.9072,125787.7196,7183.690036
970,194.0579,7.09,21289.74605,141429.0036,279226.1977,426346.515,438805.4569,463653.6852,467063.2929,375116.2913,178330.0602,239242.0347,46452.9036
971,302.173,13.65,72485.42245,77007.51932,63392.14137,49684.75764,47734.19223,26856.90788,14450.45271,5054.854963,1818.056254,1,99884.08334
972,650.2041,13.55,540857.2783,245021.9287,117001.6285,5622.099719,85653.72553,73545.48341,56116.94424,3850.735398,1,168950.8224,440802.9329
973,1012.8174,16.35,221522.8486,77506.09022,413.7243458,1,1,1,1,1,1,1,165478.301
974,828.2462,6.8,192795.2409,178045.9288,93834.72556,68955.35159,84650.18656,59775.35776,41414.21293,36520.28232,23457.38304,18149.36192,185849.399
975,341.0008,6.85,407960.23,134044.7361,108819.6429,100717.1632,106141.6543,108064.9704,108724.2241,114760.1632,118501.5994,120823.9683,194072.9628
976,504.1847,2.94,249756.1723,224914.3886,74383.43331,30056.1796,25230.42552,20316.72626,15520.70956,22734.77538,22180.57295,20927.57337,397933.7754
977,178.0633,3.59,145327.6947,428289.9574,338382.8715,272298.4615,260500.1158,202332.9475,132812.1472,63836.52692,33088.95853,25518.19649,500581.7205
978,139.0632,2.3,475830.0269,168218.6278,137232.6542,144082.0807,139374.5755,130368.4587,26414.29163,107264.0303,54328.8882,73776.48844,261935.9458
979,386.1217,3.16,517309.0999,352264.0525,193423.755,95318.97195,91729.20828,47824.87985,19482.30278,12282.98964,5811.369837,3256.679099,523940.2776
980,206.058,3.66,45271.32633,239394.1888,380929.0547,438972.0048,417865.3209,370019.4928,252987.5238,95784.14518,82047.17615,58396.82286,92371.57785
981,637.141,8.22,407932.9919,349167.7134,218741.1868,98143.0149,93215.44458,47374.61896,20950.60144,17984.57874,16686.94418,11551.5291,396062.1332
982,1010.2038,3.11,282836.1358,260141.8536,204240.4303,134983.5489,125281.1308,82763.96141,69616.28202,54207.58004,43726.42145,34896.13769,297133.4059
983,637.4316,15.31,285191.1089,301441.3913,395011.2891,342304.6072,370768.8087,276968.9875,230858.7895,205125.1443,177173.2179,146217.1875,271908.9745
984,398.2668,14.07,430209.4386,1,1,1,1,1,1,1,1,1,26082.24986
