ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
223,557.0736,6.37,2111799.141,613982.7038,1245238.924,722854.2707,910963.78,1305316.678,2021075.709,994996.0961,1350669.076,1201237.847
224,438.2461,7.67,148703.2175,120223.5413,137524.5709,142494.3293,145966.7308,87858.97973,113286.7056,189973.7967,153940.5947,131297.4996
225,177.019,3.28,296897.2099,317636.997,412307.1098,274566.7288,348056.7542,436088.4497,370571.9972,411177.972,502386.3764,525810.0258
226,384.1974,17.59,1570383.823,1340463.266,1317678.924,1661335.848,1396948.893,1614771.119,1628303.409,1418093.322,1411570.95,1444189.886
227,286.0479,4.75,1,1,1,1,1,1,1,1,1,1
228,521.2766,12.29,1473114.175,2167885.787,2011665.502,1103363.114,1234496.113,1956333.505,1466797.273,2406653.527,2465510.26,1383107.736
229,726.2176,5.83,1375880.367,1667535.473,2201539.043,1318196.915,1681685.57,1578537.337,1579453.592,1867822.229,2233937.474,2109084.72
230,431.1434,4.75,23462.80956,8454.175371,16869.41371,1,10002.86736,7636.050801,1,10505.60244,1,13681.63493
231,432.1064,6.76,1560065.205,1008022.244,1152760.048,1984548.344,1293033.57,1184615.298,1519555.168,1947706.527,1581487.729,1538150.414
232,356.1655,16.37,1574382.33,1512429.52,1469928.825,1335416.273,1167684.183,2344335.644,2053808.411,1934874.289,1800251.219,1574043.137
233,678.1409,4,2168509.882,1947634.486,2074983.282,2144796.546,2104801.662,1975247.225,1958773.765,2082335.28,683851.2218,818031.5076
234,829.5648,5.56,1336663.386,1244598.291,1303037.623,1205410.586,1297106.488,2292481.71,1304954.555,859715.8545,935564.0985,1005393.626
235,610.154,3.44,975707.5481,942390.7656,918353.1315,820047.6042,895041.195,867739.4699,882355.5454,923288.7941,845163.9589,1022591.818
236,526.2625,7.67,2153506.512,2041874.577,2157843.963,1566427.835,1567981.682,680579.1806,2035961.574,1567959.142,2384875.89,1910042.576
237,448.062,3.05,7362808.418,3103545.342,5592441.896,3099849.609,3461521.53,6600203.768,8413148.661,5789869.655,7033803.6,6788835.722
238,134.0221,1.05,1230625.909,1230702.458,1720141.157,1886901.621,1833168.541,2083104.105,1854003.021,2326048.316,2053001.914,1898119.39
239,520.2807,11.97,357782.4753,1192730.986,2106239.795,608728.8679,890952.7801,1402172.92,431232.6881,1811217.178,2153189.873,1290634.14
240,117.9361,21.39,9187113.57,9215100.734,9560538.267,9123210.975,9645560.936,8346987.735,8973025.831,9080669.304,9082466.231,9275034.208
241,424.1946,4.57,1233191.808,1301380.409,1313513.517,1055392.926,1134508.118,1644020.373,1637768.001,1460672.923,1645011.6,1835157.616
242,399.1173,5.73,1687124.319,2008706.054,1540734.374,1561201.857,1750379.766,1579099.967,1562723.185,1693067.407,1599328.592,1711272.451
243,273.0131,6.85,1461463.033,1573001.558,1325062.618,1970405.927,1679780.646,1787075.18,1538789.204,2080104.593,1876616.877,2033901.21
244,545.2745,12.3,855794.3623,1359654.823,1413518.5,2018638.26,1925128.27,1811347.063,1921596.775,1128481.411,952642.7214,1763227.849
245,541.3367,13.18,2249356.511,531787.8166,571832.9949,1098029.893,1129571.522,717805.4453,1486134.486,669730.3691,573150.9288,683628.8686
246,610.1528,4.57,1235672.621,1191056.075,1146451.964,1174545.983,1061440.095,1135066.086,1281627.717,1260913.03,1090162.819,1210657.454
247,792.503,17.91,1725721.978,1344875.709,1250665.826,1788176.011,1965809.084,864766.997,1619862.657,1280512.441,1340569.346,2116880.35
248,348.1779,13.65,312494.2611,292916.4002,376560.0079,342990.3785,272885.845,2184631.781,284232.6729,115123.4761,157288.4728,161371.5034
249,531.0886,5.49,1915228.128,935180.0454,1547864.89,1057408.586,1226161.551,1200026.933,1911074.579,1349209.946,1645429.449,1509841.873
250,282.2558,13.2,50269.63995,1,1,1,18739.25372,1,42814.70484,1,1,1
251,447.2936,13.23,2200505.136,2633340.708,2366916.959,2555861.881,2417945.38,1621086.981,2361468.831,2445277.296,1247510.542,1762327.101
252,113.9931,21.06,601025.0568,504090.371,581492.0316,435683.8227,440245.0443,693297.4227,517186.5172,518085.1072,157992.3044,469833.3874
253,273.0855,2.35,1795548.602,1616047.938,1451420.464,1723686.434,1438706.72,1922545.393,2001697.57,2084466.775,1759631.199,2083370.884
254,360.1569,4.8,22753.67636,50846.09304,33337.77382,21771.05274,35114.26369,115448.6289,98903.20609,121872.1221,117494.9949,129523.3729
255,543.2584,11.59,1865459.541,1125988.695,1112553.229,1848153.885,1848106.52,1661996.264,1946967.069,782533.9226,788525.8913,1605532.295
256,673.1487,3.94,2019333.903,1746228.575,1838879.058,2084247.536,1799559.115,1835749.376,1932669.372,2051051.6,1823555.513,2015655.944
257,159.9863,0.82,1175927.247,1173889.677,1118246.777,1352634.914,1217167.008,1113617.55,1141917.247,1101194.07,1121393.981,1260145.911
258,566.2003,4.77,1397698.093,1427611.425,1481110.793,952695.1696,1291641.78,1836238.862,1777961.347,1845120.086,1930064.302,1994211.532
259,505.3165,12.58,222790.6183,98242.19848,111732.9978,157590.2598,151531.0724,103686.6291,188028.4195,110855.8388,87437.1198,87849.74347
260,147.0451,2.93,1,1,1,1,1,170312.8508,162375.0641,176927.6378,174670.8765,181981.5259
261,941.5769,13.18,1344622.814,967198.3613,1058717.698,1894416.003,1495002.445,1265279.073,1685379.297,1232378.712,1038508.614,1197588.047
262,434.2423,14.03,1,1,1,1,1,1,1,1,1,1
263,567.3519,13.25,1583220.158,212619.6787,241927.7936,673210.8638,804567.7422,767478.8878,1995419.092,351628.6661,246515.4833,787406.9235
264,472.1592,3.02,1538420.904,1209507.527,1264210.843,1629941.737,1140292.419,1161869.795,1177885.429,1273370.184,1154626.01,1184793.371
265,490.2313,14.07,1,1794781.376,1791791.291,1,1,2071653.795,1,1587227.241,1,1846676.458
266,558.0279,4.44,1362289.42,545987.2492,740412.7515,361779.7188,638377.443,991724.5541,1682045.665,822551.2182,1009779.04,937893.7507
267,280.24,15.68,419757.258,411808.3471,432119.226,451731.9848,423985.3771,399864.0222,387902.1764,384036.387,424973.9898,537266.2888
268,630.142,1.88,73668.72673,34588.94444,13474.68973,222913.6837,93846.54222,1542264.807,1426849.113,1106403.829,1925388.821,2009408.665
269,474.1322,12.69,936197.5269,776838.7777,888672.9639,1361140.674,753126.4931,807667.3302,881680.8225,1266179.545,1337110.535,1685537.132
270,279.2277,13.2,2274481.315,1,1,3418515.956,3068526.89,1,2214633.024,1,1,1
271,563.3226,11.85,1378815.754,888633.849,991563.5071,1137399.837,982556.8898,1181042.463,1802777.185,1161010.472,1295568.923,861865.6767
272,380.1653,15.68,1057234.988,1371222.233,1239161.033,1028270.075,977812.8387,1824305.39,1884250.618,1631569.393,1196359.121,1463569.271
273,266.1559,12.66,1384067.751,1168918.632,1244392.578,1778918.301,1130827.554,1110643.174,1095298.438,994794.7363,920627.68,1208416.833
274,594.1585,5.02,550208.2722,658108.8942,619117.4743,355414.832,563652.4921,492312.0937,518586.3548,521442.8678,477312.7629,634125.7191
275,113.9932,12.37,1,271023.7083,113606.5817,1,114738.5362,1,1,236227.51,1,1
276,337.1167,5.97,1369670.525,1044006.158,1074384.871,1252093.979,1162682.295,1465868.551,1624648.325,1560834.673,1426997.42,1224492.097
277,260.0198,6.38,44391.65476,17075.69746,23184.10363,20131.37325,24807.50137,28238.15384,44707.85756,24320.7149,27408.93428,31325.00581
278,196.0734,6.8,52002.20679,62407.00221,51014.06786,40154.70839,58356.80182,49323.45449,55322.76025,47503.53725,38788.82948,54032.66453
279,386.1215,3.67,1156967.061,1415925.932,1269876.345,1279411.114,1521306.764,483518.6992,500606.0197,448076.3022,542743.402,502434.4075
280,518.3015,12.38,49508.36428,448775.9533,515794.4972,443895.6313,557349.2361,398884.982,28714.6034,433827.2559,516138.3374,378713.8675
281,545.1045,6.33,1051118.727,1028374.37,1105303.732,1129054.945,1196020.317,486007.112,1074223.035,1053509.649,1213675.617,1118628.709
282,101.9408,21.28,340590.6545,149485.4618,27585.82484,153029.4693,148632.8798,277597.2733,525178.3127,302313.2918,154710.101,141786.3911
283,235.1061,6.37,73125.09774,22800.91955,39599.85749,28225.91516,34183.48662,43630.82572,62398.28495,33244.33095,47173.86493,41358.60837
284,326.0613,1.88,106901.1272,91864.38308,44641.46481,257058.9145,139813.5795,509189.6358,671990.5883,508105.097,692449.9607,666686.2651
285,352.1377,2.81,1076594.059,1049309.69,904687.8363,985570.8082,1052808.472,1202914.262,1217946.902,1268496.991,1140976.744,1294097.873
286,548.1831,14.87,179129.8311,337692.6707,241461.6942,165281.3117,128842.8508,372193.8489,573411.4236,368140.727,275151.09,539003.6351
287,294.0954,2.16,287422.6876,291143.7562,198063.9268,245625.1627,445333.0718,815204.8501,1014584.218,520056.0483,809863.5055,1046164.771
288,375.1223,8.5,58628.17641,1489911.661,797328.4908,102076.1276,525803.282,190085.2198,142763.7182,49737.32163,72306.16882,670307.1421
289,113.9932,11.64,1,1,1,1,1,1,1,1,1,1
290,954.521,13.23,1585377.87,1659412.024,1425630.503,811142.816,851613.9761,1146774.325,1496796.769,1375542.947,1296132.207,917338.7303
291,115.9963,0.82,673898.5395,669713.4869,640072.2973,767399.1844,719165.1165,629797.0765,664322.7446,617710.1037,643312.2036,698946.0307
292,464.0571,2.08,1751648.672,965997.1902,1691599.83,1642.924787,896832.0209,1591376.46,1783785.404,1549855.808,1819251.865,1528320.031
293,234.2348,13.06,1,1,1,1,1,1,1,1,1,1
294,194.0578,6.8,37503.31249,53790.71034,32662.84227,30640.6204,46984.02052,43619.22671,45444.73723,43598.3042,47767.63622,50650.6694
295,459.1607,8.27,1429762.717,674892.9698,977379.7209,655066.6212,932842.988,929484.5182,1256871.532,736907.4576,983548.104,840722.9672
296,408.2281,13.01,1334557.073,1057632.703,943951.6244,1499313.277,1177331.021,1086693.271,1364730.172,294062.1348,146566.0596,1480109.239
297,273.967,0.82,1210499.135,1198208.56,1125109.858,1393778.661,1279517.346,1106413.05,1175420.055,1089770.441,1126366.821,1258597.645
298,150.0682,2.9,1,1,1,1,1,13198.33859,8666.715597,12068.05483,14182.00107,11137.12899
299,281.2435,14.69,62764.92182,1,1,3669018.16,1,1,2806197.031,1,1,1
300,404.1318,3.8,875812.6514,1000963.503,678934.7573,523812.3992,1026961.792,1021660.723,1060555.678,994177.486,920996.148,1264165.848
301,886.4384,12.67,1380742.879,512281.4149,510648.2995,1572768.842,993996.4856,1072499.671,1114906.854,963896.6412,889037.7541,1599236.936
302,154.0034,12.29,1,7634.427915,6754.949303,1,1,1,374.2016145,5313.194881,1,1
303,172.0138,12.68,59197.17339,29992.70048,32370.80573,65002.45837,43762.07057,48668.12682,50388.98024,43587.25509,56325.01037,75028.0458
304,610.5648,16.35,1234751.928,1341961.8,1718203.289,1854512.668,1539742.679,371324.0579,461780.6677,653712.519,932068.7375,1172939.652
305,546.0599,3.75,1603255.329,1268014.359,1592832.622,1092493.909,1113304.254,1475660.838,1611903.429,1445337.916,1617790.503,1516564.931
306,162.9765,2.11,895136.6927,737603.8208,611050.7498,834579.8097,812786.14,1479479.122,1513063.845,1441961.719,1372813.297,1510858.914
307,337.0453,6.45,144054.315,178204.0995,135985.1344,181655.1032,142063.9983,132790.0757,138776.2973,122828.0902,140213.5976,124787.6366
308,546.1374,4.55,1538749.729,749366.8588,1655424.093,519118.3521,1538436.219,1574767.112,1598966.464,555501.316,484380.5534,1669845.808
309,453.2852,13.13,1332654.329,97250.15712,105549.0599,654048.181,889761.8383,152834.199,1009776.373,107213.0035,76249.7751,196581.6319
310,326.1006,3.35,1447967.687,1434901.855,1426348.526,1220242.106,1195609.217,990106.9591,1012662.702,1092178.198,940431.5606,916963.1889
311,276.2091,13.06,1,1,1,1,1,1,1,1,1,1
312,476.2536,14.07,1,1544123.348,1649417.932,1,1,1,1,1635434.514,1842906.028,1
313,978.1264,3.74,1167427.358,606005.2559,1090329.765,379385.6764,425591.1711,1091074.752,1218051.781,964246.7976,1399206.722,1111524.806
314,278.225,11.85,1,1,1,1,1,1,1,1,1,1
315,967.6683,5.79,991222.1736,876138.2621,976822.5698,932522.879,917214.2714,1496599.672,941036.9783,695776.0076,744352.2992,741365.3922
316,714.2523,5.79,25106.47082,84086.79153,17006.06586,23817.30666,23190.02234,577692.6852,766233.4338,778089.3981,790380.0386,977332.952
317,347.1278,9.07,468086.1316,797761.3718,442572.5928,1346732.135,1195824.797,470563.8598,460374.4942,767435.9157,497383.9196,788200.5104
318,283.0969,4.77,158444.2456,148000.2024,205609.6787,138245.6639,34420.21537,250428.1248,235086.4753,247755.7434,271980.4799,240108.4174
319,500.054,3.74,722905.2361,555483.5885,712001.7258,432734.7738,460440.1908,591965.5578,717889.7971,632253.1464,744053.3969,626142.5676
320,180.0639,2.52,1,1,1,1,1,22469.34429,1,21620.39868,28861.15047,18714.11533
321,306.0955,2.34,1082363.546,918906.7373,834000.3124,1200984.445,968469.2262,1468310.918,1482143.794,1529968.54,1421235.902,1593928.744
322,115.0031,6.55,320151.2548,449414.3522,342348.8734,497785.1528,525427.2023,454158.75,331971.052,490556.215,448140.6045,504513.3236
323,235.0876,3.11,24680.19876,14095.46625,24294.77775,4278.864083,11078.19176,12416.8195,20015.65506,1488.493312,13784.66869,7780.563259
324,166.0629,6.8,16613.43205,19625.47881,18655.54934,7589.67951,21861.87337,24127.66831,20659.75611,10322.89737,19631.64276,25468.21917
325,731.5537,18.87,515266.0941,442041.6631,417921.9924,630827.189,570558.4034,283626.37,543401.0155,453089.6322,462710.5241,772889.4738
326,172.0136,13.71,69019.45345,41483.92707,22253.79161,74707.98459,39810.36661,47024.24473,43771.5099,55809.98781,67040.3884,62083.86826
327,352.2614,11.98,3676.868154,18390.26185,34824.85977,1,5395.85715,19954.58654,1,13346.88504,23100.20161,8938.07928
328,552.2651,14.52,1611983.584,1,1,234419.9867,296896.7124,1,1381248.865,1,1,1
329,192.0421,5.84,2690.815552,15063.90511,10298.68697,1,17269.22804,4429.580321,10232.92379,12384.37375,11091.95217,16425.0462
330,657.1549,4.31,1463421.816,1399640.786,1278859.817,1511064.507,1273062.038,1251513.179,1286320.686,1390863.395,1259429.154,1387210.91
331,117.9357,16.37,102810.6066,141863.4548,92142.52609,67069.79616,71221.41288,158000.0593,115974.3739,142038.6546,125092.3299,102601.8462
332,454.1244,6.79,28993.15993,38385.76885,32497.17422,23859.65189,19650.93135,14724.36281,38156.78964,29173.74659,25471.6241,37898.14164
333,894.7099,13.11,24650.54353,1183447.94,1,257514.2836,19760.00533,414863.4147,7380.048946,1,17281.77424,837289.8199
334,424.0989,2.9,31047.11547,31044.84678,41176.20509,35835.05839,30365.5368,449889.8948,408176.1096,537601.6329,464405.9708,456843.8531
335,476.2538,14.2,50189.90144,1536111.085,1627901.404,63792.07437,64455.06178,1440932.901,53902.10393,1,1,1387660.105
336,504.2868,19.81,7318.969905,1,361955.9458,1,1,519235.98,1,1,9925.519954,1
337,504.2859,20.81,1,1,1,720341.925,1105461.824,1,385650.1516,1,1,1
338,824.1993,3.4,1336049.757,1377325.056,1451078.178,1272450.972,1260299.637,1126622.228,1121494.295,1144430.24,1032269.785,1132578.981
339,131.0948,4.05,487983.1025,525626.204,477419.1499,413077.9576,535742.2059,445723.1633,479072.1895,522627.8753,492744.2101,503252.0138
340,336.267,19.88,1,2099.17168,1,1,1,1,1,1,1,1
341,200.8578,21.39,307958.8118,346105.7254,270019.6171,327522.815,27759.87572,259604.5772,263472.6224,315998.3162,272041.9236,329577.3921
342,236.0681,6.8,112848.2245,125724.6944,114138.9,84939.35103,124409.0896,123371.7077,97623.99261,104097.0907,102776.3686,108996.1978
343,408.2273,13.09,1257229.372,1,1,1555598.982,1254978.982,1,1338913.759,192666.0883,125966.726,1
344,286.0695,2.82,891934.9482,881424.5282,868694.1726,789344.2946,968749.8724,1097596.988,1164765.11,1052239.308,1119285.252,1183036.45
345,1084.6709,12.35,1364683.377,78519.70246,90774.58683,519077.6896,606401.7988,411615.2732,1175185.798,117015.3993,96824.81467,357422.8287
346,175.9638,0.81,491892.6498,434300.7301,1051482.106,380339.0917,473043.3138,412950.908,455084.296,586559.816,627316.1665,307161.1613
347,390.1315,3.86,414588.919,527993.9381,482537.5945,433778.3708,523336.3699,324246.6422,363690.8631,358247.7407,392213.4089,367825.2987
348,892.4804,14.05,15517.85704,1813939.461,2061742.243,1,1,1798921.392,1,2231808.523,1993738.971,1
349,979.438,14.35,1,27448.28938,1,1,1,1,1,1,5237.364693,55307.80407
350,603.3945,4.9,757885.5815,751817.7009,815307.8872,889955.7029,785250.1166,1622343.737,799891.5886,412858.872,472218.6622,520940.4791
351,874.5334,19.56,1,1,1,1,1,1,1,1915815.8,2233040.301,1
352,408.2278,12.99,1,1061224.161,944272.8065,1,1,1086821.042,1,656769.1782,643565.1675,1333930.454
353,300.0852,2.4,1060816.514,1086526.212,1072059.347,943909.227,951629.2272,1184245.49,1172354.473,1188844.776,1280194.998,1307822.175
354,622.4445,19.61,1226936.608,1069025.547,968751.3523,1330626.292,1153372.579,657110.6191,1194978.069,545616.0312,500620.1061,1575622.191
355,145.9308,21.18,55804.19695,24341.85998,169712.3151,35725.06615,40523.02021,18731.34203,21703.56531,9383.401449,22378.97437,22195.45021
356,492.1633,6.8,179098.6594,257797.7508,205519.8611,108899.5074,228858.986,251550.6232,214500.4178,229569.5645,190731.6143,223024.6512
357,1080.6397,11.63,1334681.244,47547.31178,57157.57606,390859.8697,449838.8951,322694.4224,1172302.742,80219.16302,67921.66925,273110.274
358,858.2587,5.34,1173453.166,1300132.043,1282598.684,1106932.788,1173085.021,747520.3338,1159269.885,1362410.665,1067113.189,1472968.001
359,942.6491,5.78,738852.3297,615632.0455,701019.5594,688967.8255,658680.3123,1449717.41,718518.1963,491261.2113,540366.8686,514642.2374
360,880.4848,13.7,1272759.958,2365717.806,1845146.225,1897026.636,1428809.745,2540499.99,1133825.299,1,1,2904327.446
361,520.1941,4.85,346985.1223,286530.075,328790.7829,245381.0046,317634.3542,1347763.854,1487120.817,1444317.288,1595370.655,1589826.433
362,260.2139,13.05,1,407.3033804,1,387.3286835,1,1,1,368.3263644,1,1
363,308.2352,14.21,1,1,1,1,1,48444.6408,1,1,1,49174.49777
364,134.0221,1.2,680652.0304,917646.3077,943556.0073,1199554.108,1193448.201,1039082.464,1148495.146,1096127.316,1118631.337,1231570.83
365,516.247,16.36,353057.3823,1364627.027,1034059.593,592000.0088,463834.0908,745154.6936,364276.5192,787984.8359,847953.1088,707953.7051
366,424.2596,20.55,44318.8236,1,1,1,1,1,17784.23369,1,1,1
367,567.1572,14.57,1,97274.9456,1,918728.4795,786074.4431,693410.2297,1,565802.5485,1408922.791,1
368,380.1065,2.92,12872.14853,12569.3594,17047.6014,16271.25656,7383.132067,657325.1678,637003.6031,646332.2791,672030.0688,715330.4784
369,142.053,4.44,19705.6473,8089.870297,14211.97816,7911.614783,9355.090484,13916.21135,18356.00558,10946.56279,15322.64518,15313.25198
370,529.1661,13.12,1,1,1,93959.41609,1,1,1,1,1,1
371,113.9931,5.29,1,1,1,1,1,1,124373.157,1,1,1
372,446.2901,13.13,71457.58,1,1,72771.41053,76124.74864,1,1712044.688,1,1,1
373,255.0233,1.12,1082656.062,1078118.021,624007.7072,576679.6122,1142448.714,987699.2087,7026.353793,367308.2688,774143.132,894574.6185
374,491.1332,6.47,243039.8374,692494.825,258400.9115,1427993.784,1327047.115,339190.9545,148375.5903,691239.0463,291097.15,472334.8588
375,275.9973,6.37,47848.54954,13777.59249,21646.29796,20633.56177,26882.35473,28029.40953,41622.46602,27251.0681,35824.30834,31323.77939
