ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
853,595.4029,16.37,378558.1645,421307.1249,385729.7972,387287.7054,327422.6782,523641.9146,400162.0486,457619.49,445600.1678,397796.0579
854,323.2107,9.58,386447.7202,349291.7537,293114.1292,530641.1097,373443.7449,370040.824,273809.044,418586.1471,358627.2359,383555.308
855,133.0492,0.99,361322.474,400404.578,414994.0431,519351.4762,457190.1379,317640.2219,170404.7552,324743.447,467328.8298,523617.5075
856,546.059,4.39,248176.4442,551128.541,594235.6119,724209.3603,533733.9944,588985.0691,270742.6489,481618.8002,498430.0434,482138.3607
857,610.2076,4.01,598402.7402,170861.593,15985.06055,675078.838,296225.7405,213314.0445,238502.592,120130.6501,483081.1417,255320.7201
858,149.0239,3.27,42174.04418,34578.78878,50934.73092,33862.54653,21332.94035,61439.86788,45873.59723,53601.49121,74562.08226,70780.56845
859,478.0885,3.1,8808.071652,12450.32803,1,1,12148.47252,1,1,1,1,1
860,892.3151,6.65,438156.9678,432288.8309,394707.0717,337479.0589,500735.6494,274351.9262,242134.165,274989.3319,271448.5923,243233.2317
861,307.0839,6.78,325512.7373,271380.0625,263464.7287,326998.9239,242758.0632,364964.9402,285734.2925,340472.412,370746.9846,407996.7014
862,541.2438,11.53,287966.6991,401669.9393,419906.5783,210681.1991,208532.0194,385885.0961,288821.8822,477477.6851,466683.3396,267528.311
863,342.0959,3.06,412690.8765,459532.0092,322059.6914,512430.9541,444983.2062,369857.8039,373824.0376,424035.053,331157.5885,384385.9476
864,390.0723,3.28,316288.6226,310577.3817,386931.9197,262623.3823,339519.0921,466687.0964,400094.3706,428816.3894,474192.2528,512561.7601
865,660.2212,7.68,560003.8925,507163.5783,557029.0049,433528.3537,430746.01,553302.1054,340124.1815,399090.7787,438864.8079,479838.7939
866,534.2961,12.38,380619.929,212618.4711,1446681.335,782222.4784,472339.0685,74485.26829,421851.5162,691737.0424,1630292.108,187643.8375
867,470.2638,13.13,486497.8959,1,1,180263.6183,187630.2822,1,466365.7637,1,1,1
868,133.9308,18.15,40415.32134,221191.789,336752.8016,111023.9543,110496.908,157964.3214,68170.86896,357718.6329,465692.4283,382683.2182
869,880.2395,5.24,63359.10567,46047.93221,63386.31839,32220.96593,58440.85543,26349.05271,55786.2939,23417.86129,46049.34085,60438.54034
870,254.2599,14.2,34171.45205,1,1,55881.19703,46965.75335,83143.76611,36309.71432,1,1,1
871,490.1841,5.04,118515.6662,154566.7338,149805.7348,90525.60704,136112.2288,282442.156,217728.0844,343077.0755,306520.559,254157.9523
872,824.199,3.89,480042.0252,454954.781,474885.61,459512.7043,436197.4036,422547.951,452963.2396,467574.1773,431231.1638,435245.6285
873,611.2454,11.59,391129.3595,379291.0061,389222.1756,500823.6825,567458.5663,435530.5295,412328.9382,325048.9958,251349.2203,505566.9126
874,358.1403,4.85,35157.75219,128069.3825,153615.0315,57656.09251,41063.29969,140005.0119,111883.3807,117280.046,185436.3083,117888.202
875,340.0966,5.1,418626.0185,486593.4162,509299.1895,293599.6835,310911.4706,333129.7025,377913.0964,390111.9159,462261.3239,476099.6028
876,629.0859,3.12,430141.6411,457129.3385,571502.9006,444367.8126,500794.9446,384670.0182,467636.1035,377963.4554,439479.4142,444938.1297
877,162.0532,1.29,58737.29714,282628.7777,468585.2664,1,268640.7187,516241.6544,366063.863,114912.8257,480954.7111,1
878,436.0612,2.27,451896.9699,299021.1068,282965.5681,387567.7981,313242.2429,396991.6,465006.1339,376203.06,404254.4048,435495.5244
879,599.0753,5.49,524469.9201,302379.4829,453580.6032,331867.4054,388163.9165,373274.338,515985.2189,415179.7662,482199.9608,433158.7623
880,504.2208,15.69,130424.8355,112736.4813,150925.8547,147258.6888,116087.7908,627547.6186,118999.9562,62996.92503,72761.02446,80315.24266
881,462.1162,6.91,447738.8982,330314.7307,379513.435,393680.6019,327545.2706,304427.4255,485593.9799,617797.6794,523746.1525,483972.7305
882,184.0354,1.44,209694.5322,172806.3446,182536.0573,232620.2812,177007.4365,178169.6445,189693.5854,166208.3178,204408.1791,193573.7056
883,256.2401,16.37,281966.7228,248474.3294,285191.1278,332484.2022,259744.4483,332221.9123,251982.5808,307754.4442,343815.1206,328323.6223
884,302.044,3.45,1,1,1,1,1,1,1,1,1,1
885,659.3969,15.68,394706.0024,407261.1252,366436.5451,317332.3429,314893.3684,444416.2185,471289.6384,448534.1177,426958.3251,429790.1194
886,226.9345,1.03,428210.9311,260608.7877,194832.2709,50991.51887,158672.9615,71692.89419,156529.7472,64385.52822,106605.217,143967.4103
887,456.2252,13.71,137394.5688,36624.65019,62903.71957,157157.7897,104094.4682,120981.1222,105994.521,74430.20772,107745.7214,151633.6388
888,661.431,14.55,584483.2826,6751.866465,1,87141.27282,133894.6335,46422.27778,335019.6802,1,1,105566.4923
889,410.143,3.65,394765.6372,353934.5644,342392.5032,405006.2868,382426.7214,398553.4092,401251.7851,392869.1167,367546.7393,375488.4141
890,202.157,6.3,18446.42027,71158.87807,64761.17952,19476.26434,33003.75352,57279.88214,25747.11459,61486.72474,79879.77987,41359.17093
891,830.2325,2.81,109887.4217,97990.81157,45575.57316,171547.8863,157260.3064,443184.4809,451939.2162,289546.3174,512316.091,550395.4645
892,520.1948,5.34,444023.7082,751521.6729,676506.9337,444771.2595,743724.7367,420085.0861,439233.6629,136171.5309,247137.1148,540633.5847
893,756.2708,3.4,90155.86824,232096.1232,337563.5282,565061.6575,508382.0916,346937.6452,301483.1705,330704.2159,353299.1297,340264.0124
894,485.0824,5.49,161370.586,72712.31128,111589.7886,89516.90806,99001.54209,100514.969,157246.6378,101754.1017,129666.6347,108696.115
895,118.0421,3.34,81139.35218,76692.37889,71710.34538,70077.92719,74069.33433,50441.39667,51906.47204,61062.62336,51968.66233,48305.88141
896,302.0427,4.57,1,1,1,1,1,1,1,1,1,1
897,208.0953,2.16,201485.3869,212951.3575,134209.4921,190293.055,260713.8574,364379.0302,450392.5056,283823.9437,390713.1053,455080.1134
898,148.074,1.78,378354.8857,317572.1313,276713.8866,399465.6023,327057.4622,432176.6128,528415.1325,462831.4314,445354.1742,413986.41
899,236.1258,3.48,19591.26005,19613.91519,11647.0245,15245.444,18589.11465,22752.2966,24462.46618,16209.83788,17866.17477,26263.95656
900,230.0768,2.16,18249.22626,16408.45434,11933.22787,13317.87616,21831.54828,57094.23104,64149.36083,33775.98616,53612.62981,63555.79165
901,151.9875,12.68,4438.176052,999.6673731,561.140718,6261.119292,1,4520.133296,1,2402.906688,1,9222.002129
902,305.0849,4.75,1,167447.9966,1,148159.7289,131378.1634,324942.9827,210666.3674,86747.44325,64432.4226,105669.2727
903,658.3568,17.91,1,1,1,1,1,1,1,1,1,1
904,552.1844,3.97,627159.64,653043.0271,307387.1057,189511.0959,73890.42691,558333.4926,552494.076,254448.8001,584564.8486,611904.6643
905,512.1508,4.6,1,1706.566123,990.8629189,1,1,488009.129,452746.1725,369052.8511,583681.8294,523571.4437
906,334.2512,12.38,1,1,1,1,1,1,1,1,1,1
907,560.0255,4.45,477159.7917,309873.2459,338316.5886,263822.7465,195116.9335,225161.2428,504484.4488,342902.5701,295888.7085,361517.3154
908,275.0796,7.69,278288.212,427720.6682,338467.3768,352188.8371,347305.2014,399222.9105,291117.2384,437733.6647,402143.6217,386135.3174
909,525.135,6.78,409671.5275,351434.0195,332883.1528,383522.5446,301601.6932,429076.7452,344897.1071,395959.0092,466488.9283,470760.0096
910,196.0735,7.09,45866.08284,53833.20213,43665.60478,27476.85226,56845.3077,27273.84038,55763.42351,40338.7721,51371.03301,56309.71028
911,562.5302,15.09,1,1,1,1,1,1,1,1,1,1
912,746.6181,16.98,495469.6983,341229.3427,307621.2052,482471.6482,531147.0138,304339.2276,505773.1232,317332.801,308056.39,367818.5848
913,242.0096,6.38,31291.32502,9932.016305,21071.39986,2252.990116,14090.35148,17795.0094,33345.68615,14281.8141,21084.05901,10287.14852
914,242.2246,14.28,1,1,1,1,1,1,1,1,1,45813.63878
915,518.3014,11.92,8399.892296,1,1,1,2726.839467,17839.66313,1,1,1,1
916,403.9258,0.8,437135.484,394311.2157,402066.5529,380641.8645,412096.6422,354000.724,413662.264,368149.3873,371193.7392,310042.9469
917,145.9168,12.52,10980.52789,14331.84876,22206.11012,25689.24289,19247.90652,22470.52196,10949.07305,23177.41293,34306.04868,39942.50628
918,724.5668,5.29,110296.7412,269112.343,54390.34,260575.8069,279229.9935,77709.45098,111297.0418,318178.1069,371090.6943,427978.128
919,620.1723,7.08,470689.2961,503558.6218,407103.6956,183092.5206,556097.6831,426448.476,455787.9418,402267.2157,405791.2195,522494.6881
920,183.1387,13.06,1,629.3727549,1,1,1,1,1,1,1,1
921,206.2035,13.08,1,1,1,1,1,1,1,1,1,1
922,120.0426,6.36,1,1,1,1,1,1,1,1,1,1
923,826.2451,7.09,220176.1827,560254.5769,325691.5355,215541.9874,458534.1196,354109.0082,264011.4129,219796.9039,350817.7688,402333.2434
924,116.0112,1.21,253866.5448,63024.53938,233754.2424,315776.3304,372224.3334,183489.4071,342595.6078,389864.6378,38573.25359,434609.4135
925,667.46,17.59,335268.6353,274239.3094,326539.4199,443173.3452,371474.749,295553.4578,305132.2199,286251.0452,294770.9357,285872.8441
926,210.0897,3.16,1,1,1,1,1,251450.7225,215250.226,249220.0801,227807.6533,226370.9782
927,128.0841,13.06,1,1,1,1,1,1,1,1,1,1
928,614.047,3.76,483854.8611,442739.4802,510128.2044,377169.6304,374872.9597,430351.9695,482758.1713,454721.339,503064.1091,442477.518
929,440.1526,2.81,105813.2355,124857.9457,73240.94226,113404.5233,153430.0094,259391.4762,265462.9078,157375.072,297460.3765,327508.8428
930,448.1112,3.05,1757034.5,756792.338,1300940.778,623902.0324,639569.8348,1682052.675,2138611.021,1422433.344,1792032.58,1717820.518
931,948.0798,2.72,562254.4682,248243.3108,422778.6343,225607.5973,249776.6991,352589.4377,449111.7869,388506.8317,547848.2874,326806.0696
932,137.0243,2.4,3489.278418,21499.19273,16689.67674,10440.5862,8752.877813,22459.19153,19720.08697,3817.927109,27622.31009,21913.2869
933,312.1757,14.2,34711.25204,185675.5562,177507.0814,47480.55537,18646.94919,169639.1628,23990.58114,1478.34247,1,206913.6554
934,360.1031,2.82,56924.40962,59012.50714,23787.27012,51482.9539,51289.93055,253772.6469,85914.82528,240960.1453,212124.9306,423290.6889
935,916.5055,13.83,552863.4205,188499.4001,1,152291.3987,165564.2488,1,363471.5276,1,1,1
936,268.1169,1.77,478615.7017,498232.5159,479203.7076,562330.626,534857.6721,351683.4988,534891.8924,253773.8966,344553.8644,361358.8215
937,184.9586,2.17,276452.8906,213443.0405,202796.3263,242875.8814,243841.7323,299694.0666,326762.5706,284523.0681,305014.2727,300752.1633
938,112.0163,2.06,257035.0274,217745.3028,180224.7799,281150.0864,142656.9838,90607.88341,362064.3546,308810.9706,423671.4174,406845.2046
939,418.1931,3.16,1,1,1,1,1,393717.3901,368438.3129,205683.9869,433395.982,419277.041
940,613.2613,12.3,200107.2956,435387.9988,394975.156,545549.8592,483488.1187,478830.4439,254201.9357,307892.0682,324168.5061,522199.9267
941,545.1739,5.64,4511.731911,3847.428973,1,1,11120.33028,6938.242332,2983.934936,6837.385074,10438.39041,10646.3486
942,122.0369,4.09,15846.11462,64206.06912,36005.6952,18300.92657,32731.58266,31311.80391,30532.6549,9035.196306,17889.16862,29110.10157
943,565.39,12.35,385117.798,131927.7148,126449.6028,503505.7081,432267.5344,334736.9502,254573.1651,157245.245,142948.067,267323.6799
944,275.9648,0.81,370656.2413,365524.9271,337139.502,414470.1256,388102.0645,332684.6138,353126.2678,327500.7928,336404.2767,383384.0703
945,600.1294,3.95,1,1,1,1,1,1,1,1,1,1
946,620.2524,14.51,416466.9987,1,1,64022.29738,81359.05411,1,463906.0113,1,1,1
947,164.0478,2.58,44884.76795,46287.75146,32619.00905,36052.45867,50077.90914,72016.08108,68730.12563,80008.7245,67399.57235,63116.68485
948,208.0586,2.93,1,1,1,1,1,82321.20159,94573.42424,99972.16739,89006.79458,104243.7457
949,438.2104,5.33,301828.1011,269490.3115,204326.4944,260753.6365,278306.6813,298602.3275,327891.6018,431238.6016,318918.9273,411978.927
950,120.0424,5.07,38284.35113,42603.63251,38145.23938,24110.88032,46301.29479,45447.9578,45720.34195,47115.99634,38342.42685,54253.3232
951,464.255,12.08,73214.04981,1,213464.2712,56756.8073,71578.44126,263438.2783,145107.9831,260425.7425,152121.0135,113263.0036
952,802.1424,2.8,74381.58804,51849.28138,16097.00494,174209.7719,109814.3758,426676.0125,411644.8413,289565.8147,513847.5252,495536.4978
953,272.032,3.98,1026.34032,2513.332964,2176.261159,1160.638412,2527.624866,1836.597598,2936.120881,932.8622773,1657.277888,1175.250373
954,165.0798,2.05,513098.958,423127.1383,431561.6145,508095.282,419663.9712,397796.6504,408536.2832,436624.2827,409525.0381,404030.6334
955,896.591,13.22,164135.3108,1,1,482608.5504,260726.9751,1,177057.885,1,1,1
956,486.0393,2.07,441107.3786,227512.0555,517067.3989,224409.8739,237868.1576,329795.1857,381169.8806,332779.7824,362908.4316,258780.7898
957,486.2797,17.94,221867.5685,239179.9362,200525.8681,242311.5032,271032.8139,135441.4294,220644.6095,209983.4808,204805.5027,323419.0458
958,900.6161,14.32,1,1,1,1,1,1,1,1,1,1076302.756
959,342.1113,5.23,1,1,1,1,1,1,1,1,1,1
960,576.0379,4.45,358390.5657,104518.6719,152903.0546,75781.14283,127419.8773,209205.9585,481195.4199,168855.4025,220520.561,201304.3
961,438.2103,5.46,361059.8691,414872.9138,340857.2186,397340.621,353283.097,381763.7201,397876.92,432324.0566,362585.8799,450462.0389
962,133.9308,17.07,285391.9335,349471.6391,310376.2139,237676.8436,224748.9498,355671.458,346346.9579,430208.3084,380984.683,353916.2703
963,143.0734,6.55,71724.71164,107129.9476,81509.34812,103782.5057,104549.9738,93484.9099,73511.94771,107159.9736,104225.7349,114360.1742
964,192.0428,5.25,711.2634554,1,1,1,1,1,1,1,1,1
965,531.2211,13.33,306089.3148,198886.7334,236928.699,122109.2284,185553.8635,158134.5179,353689.8262,283919.3615,216917.0242,386691.3194
966,475.155,5,475862.8247,286983.2707,362091.5867,222262.7071,259337.9744,365926.5875,279906.3846,243527.9633,311321.1882,217615.8765
967,946.2549,4.55,343910.2131,262851.9664,295463.7079,213283.6461,273507.1655,363725.0444,435893.4514,332844.7299,394157.6129,478621.3396
968,256.2403,19.52,91.52448531,1,1,1,1,1,1,413525.0192,548084.2163,1
969,192.0424,6.04,1,1,1,2277.878298,1,1,1,1,1,1
970,194.0579,7.09,41790.02188,53563.53511,32420.56343,20929.48866,55880.22947,34623.93447,43440.66062,36865.70505,37551.094,38853.58581
971,302.173,13.65,59536.99669,58193.49529,70611.27332,64191.52916,54481.59708,438429.9351,53048.92218,23657.95866,28521.16026,33442.32455
972,650.2041,13.55,567086.1908,530761.1045,395662.4456,331996.6711,429679.2904,436315.4827,381447.4123,389470.6667,371105.9262,479671.6943
973,1012.8174,16.35,132208.2036,399393.6135,352090.8228,194502.0658,220467.4564,96679.56726,70966.66059,149777.393,190917.801,202533.2445
974,828.2462,6.8,190918.0305,245444.8765,432896.4389,159514.3333,245484.9947,267646.0268,373948.9108,248492.5459,327869.9894,454290.2405
975,341.0008,6.85,333262.5617,365571.0171,313691.3821,464606.0544,396118.0174,395556.4115,324772.335,453026.7383,421335.5616,426328.078
976,504.1847,2.94,1,1,1,1,1,69262.49241,48835.10948,72389.24191,49873.23563,83155.59568
977,178.0633,3.59,1,1,1,1,1,30797.24683,24906.50636,27788.49828,30330.03676,25710.88815
978,139.0632,2.3,405725.8448,457914.3713,361469.3427,437351.0426,407847.4219,499893.6626,448724.6817,594704.3683,461309.6651,518924.7226
979,386.1217,3.16,1,1,1,1,1,229506.8145,180312.272,250984.0865,237212.1997,233199.2509
980,206.058,3.66,116744.6868,137546.9088,126635.857,129553.6517,176099.6519,34310.85051,30862.10493,30615.82094,37202.78888,37930.67288
981,637.141,8.22,303309.8353,345895.4333,288505.4218,325052.8696,299121.8156,392053.2166,381617.6959,461497.0033,427952.9606,510453.8326
982,1010.2038,3.11,488578.1993,227629.4934,499140.3298,168978.564,225804.591,312353.6951,373477.9153,256425.8076,349969.5528,252505.7741
983,637.4316,15.31,528434.2769,1,1,222548.4903,351190.0794,143971.6774,341115.4442,1,1,320707.5409
984,398.2668,14.07,414149.6591,293237.7426,308626.2229,327074.7913,237327.4538,404014.746,336575.4711,110625.2234,93836.42412,358160.0127
985,278.2246,12.43,12302.77446,1,12218.17263,1,5704.518428,1,8595.190971,1,1,1
986,132.0578,2.64,1,1,1,1,1,1,1,7982.716922,2001.94565,7095.619809
987,896.5178,19.92,1,1,853427.478,1,1,1,1,1,1,1
988,342.1099,3.86,46054.13726,47564.86173,48252.68094,36744.46489,57582.28692,31161.95742,29328.9876,30989.16882,40097.76881,38942.70128
989,1060.5752,11.62,457933.6557,65855.06747,67252.51519,241647.3541,266990.3826,216679.5173,440078.4794,66469.4934,57809.85821,189933.9646
990,152.0112,6.76,1,1075.580384,1,1,1,1,1,1,1,1
991,178.0268,2.8,110509.8408,106627.5484,84544.1428,91794.78151,108018.4066,89859.24403,85738.19854,88996.24358,72710.03927,41202.41218
992,410.2437,14.28,1,1,1,1,1,1,1,1,1,499971.3363
993,876.4512,13.18,545706.5861,1,1,710211.4664,593041.3002,1,377861.7089,1,1,1
994,179.8919,13.11,1,1,1,1,1,1,1,1,1,1
995,643.4025,15.68,348353.8946,345013.8341,304187.6683,294204.9846,289683.9535,400130.6115,394146.0535,408675.0532,384639.2249,447465.0411
996,166.0631,3.85,8429.500324,14368.21765,9348.801098,5376.166622,14731.19853,1,6243.657539,2532.977525,6105.334489,8637.419233
997,562.5352,15.24,1,1,1,1,1,1,1,1,1599.072433,1033.076615
998,892.4277,13.19,494060.6848,1,1,621070.8507,621604.0932,1,549800.7958,1,1,1
999,375.2285,3.7,95515.34115,98864.9351,135033.6013,240862.3813,136077.3426,467837.007,129516.6983,50467.42318,54512.5864,63776.58148
1000,916.0889,4.46,1,1,1,1,1,1,1,1,1,1
1001,342.0927,2.01,159210.2102,372320.6905,225008.1067,429223.0332,398836.1065,351540.4276,235034.1804,355843.5093,316473.7008,450776.1391
1002,507.332,13.5,18042.77672,10346.70013,11289.01658,17011.43001,15477.07413,21646.4644,26365.43457,10171.10807,21799.66945,1
1003,388.1347,3.66,158888.1851,204893.7986,195166.5555,228246.5672,204241.772,203503.9424,187513.3897,212005.3627,199577.0508,203824.9766
1004,215.0559,12.3,24083.38989,7210.160856,7127.72056,12813.7337,14111.28942,11754.16847,20448.05598,4635.660255,3360.382827,10829.0256
1005,346.0359,4.13,1,1,1,1,818.9763549,1,1,1,1,931.1438273
1006,360.1576,3.55,1,1,1,1,1,1,1,1955.908457,1,1
1007,177.0188,4.85,142686.781,174882.8063,226828.3555,112325.8307,131590.2487,280726.2951,230902.4306,364344.5468,403001.3731,261434.1627
1008,922.6814,5.22,148629.027,134148.6474,154368.1645,140960.8619,146284.3657,488658.7933,139616.1029,79430.39505,85090.76712,100254.6795
1009,154.0309,13.75,1834.952212,16379.80319,10867.47157,6098.166686,8466.570064,19604.17347,761.6844827,1,1,17202.7552
1010,432.1057,5.87,163025.1704,230761.7845,242299.9651,113603.5438,141117.9718,149513.0843,158579.2259,243159.3538,220316.8424,276689.8286
1011,346.1267,3.33,356297.1922,266034.5876,278530.4488,392011.4867,314576.2241,204601.8493,341445.188,278842.5916,256280.4189,292903.331
1012,1088.2231,4.56,292518.4225,215451.9896,222883.2238,164078.5451,200779.8491,233211.6087,466649.4168,410122.7546,377222.2376,222459.4327
1013,120.058,2.58,1117.15252,1,1,1,1,2437.267418,3347.923129,6199.241009,3090.471218,4215.846971
1014,176.0328,0.98,30730.02542,18429.11686,185626.2617,210249.9004,108496.0676,6985.48217,5577.1246,559.677542,33394.07334,25486.00768
1015,398.1428,17.92,1,1,1,1,1,1,1,1,1,1
1016,368.0721,3.54,31112.80898,24107.47265,13780.97823,20682.52586,23053.58035,78179.22258,76993.1531,76427.04242,73861.26155,90644.86591
1017,174.0171,1.15,1,228578.7433,1,348491.8871,1,9381.345706,140529.5045,27795.01483,285855.538,478004.7015
1018,448.1581,3.86,193600.4033,192554.8949,124435.4071,236508.9444,200115.7928,352290.5065,329006.3637,337008.9449,321835.1714,399909.3811
1019,340.0969,8.18,97350.03578,304346.1768,168864.4628,387650.9765,462041.3701,134812.6101,68505.25192,204017.4104,142936.9393,260346.4092
1020,624.4024,4.92,479588.1341,402312.1694,457747.767,365182.3086,289534.9418,381259.8526,414602.9023,259191.2657,306862.3329,326848.0392
1021,1056.1719,6.37,525097.123,175069.4578,347366.0558,208920.1665,263273.6962,350319.687,506401.1851,283929.1597,367554.3473,336386.0219
1022,947.1058,4.45,130641.8816,90760.01723,110625.2193,98212.87593,113347.5124,112251.072,133380.6568,107491.349,52762.25467,112490.061
1023,464.1997,5.07,332261.0323,192725.2579,208145.8875,206890.4954,220272.9432,245593.8492,201740.1343,386502.0077,387711.5411,204633.496
1024,404.144,3.82,831327.1289,949057.9122,750902.4344,542319.1514,1000891.368,976114.8859,1019275.375,949958.0806,910581.3857,1185422.76
1025,528.2458,14.02,603447.1698,1,1,372391.4156,273168.2216,1,581382.5665,1,1,1
1026,772.2067,3.38,386382.0938,265362.1619,290793.2519,304613.9042,260272.646,343964.9926,414420.9877,444641.6177,466593.0615,348059.7754
1027,116.9282,18.15,1,181331.2039,272580.0795,95556.19485,46088.48537,126055.053,76501.63385,300196.4264,379046.0728,260883.3696
1028,338.0526,1.24,34946.39697,377391.0421,367801.7722,42226.93014,41574.7966,255462.6773,46931.62836,362941.4947,369545.9952,139454.7914
1029,384.0629,4.44,22778.57589,14177.7099,11835.68353,6106.402098,13368.23981,20865.12391,19874.44193,15314.16618,18402.55545,3013.851002
1030,519.0676,4.13,239819.4117,225213.079,195091.3657,241694.4027,205648.8784,202495.3668,194177.4846,207715.943,192268.5568,207344.9383
1031,300.0847,1.76,418829.826,405414.8987,419164.5972,380645.5082,365173.1714,398388.5744,341471.9985,434833.8942,374259.6787,342734.6283
1032,315.1013,5.11,365205.9663,389750.0998,412001.4183,304386.74,287280.0867,219635.5817,277577.66,323236.528,346684.4136,321398.9111
1033,565.1416,13.17,113402.4718,190716.8166,170621.4696,280332.059,186297.7394,608754.9824,222651.5589,289076.6312,327773.1047,320188.8539
1034,522.1965,12.68,153730.6691,86105.83754,77398.78008,144280.8073,150448.0963,111013.6689,127037.2666,97214.59527,99245.69503,41768.42031
1035,305.9215,0.81,262247.9152,222248.6306,257655.5748,133985.4549,210183.923,175707.0621,211370.8614,197916.2922,214803.1866,125832.0683
1036,350.283,11.93,1,1,1,1,1,1,1,1,1,1
1037,352.2584,17.58,83878.16069,71254.7768,73077.83426,100817.1932,75458.10644,72423.8652,70550.98832,65872.57536,68954.79142,76558.93941
1038,165.9126,13.11,1,1,1,1,1,1,1,1,1,1
1039,170.0474,4.5,47246.7556,39535.12624,14718.14725,43521.83077,19202.57332,23612.51802,90781.46365,1,35175.71179,52961.14857
1040,492.2468,20.16,1,1,1,1,1,1,1,1,1,730489.2793
1041,590.1854,12.73,517006.9333,365736.3618,98048.9807,464950.2686,534107.7806,40038.79807,501635.237,1,215033.2134,408669.8036
1042,334.2513,11.71,1,1,1,1,1,1,1,1,1,1
1043,924.5115,14.09,1,278067.6135,316062.3082,1,1,1,1,405023.0055,427560.4824,1
1044,852.4551,12.7,254977.738,314842.2392,314720.8758,278656.1364,235833.0063,432934.0203,230535.7743,471542.7488,469272.1161,425165.8367
1045,402.2473,3.7,74704.15028,84254.48689,96819.5971,192705.7404,115134.9643,388012.3783,96150.54814,53945.82486,41904.8947,53223.6465
1046,552.1847,3.04,175195.0651,257369.4822,210389.1333,208506.339,242659.2502,178684.9796,172196.1787,206408.8962,176567.4798,188114.7499
1047,113.9934,0.84,93297.86392,85661.11622,92650.45351,103198.4984,90191.51262,83786.35633,87435.59001,83116.16824,78848.53655,97311.09034
1048,676.3667,11.47,86909.43462,68596.4135,64864.1682,81736.32866,78506.85735,90125.05657,88527.05281,90438.73115,89620.14298,126656.694
1049,563.0959,3.12,369647.4603,274158.7896,375611.3114,247526.5929,230284.9475,320951.7956,376875.0378,290880.4226,353441.9148,316828.8166
1050,490.2302,14.22,31507.06084,210306.2113,153281.1684,1,1,153358.4964,1,1,1,135183.185
1051,464.255,10.93,48645.27146,244517.426,372504.0182,139144.6086,87115.69677,220046.1067,99803.39274,285518.5178,272286.4648,56977.72597
1052,722.2253,21.08,1,245310.9986,474350.1001,573532.6088,602210.3464,1,649526.6386,342152.5404,403382.3897,360940.0193
1053,151.0396,6.8,12896.80177,7266.874329,12012.93614,6288.513139,13647.86287,13254.96266,12888.21455,6897.921964,11254.05663,16234.14626
1054,454.1237,7.08,80908.80563,76524.63513,48033.40843,36884.93946,86159.98141,78988.93194,77711.59771,57853.78045,47467.65219,95373.29424
1055,740.2742,4.26,450237.3208,124913.3296,470674.0813,257604.9998,204054.3876,128504.6642,197989.5508,237901.7924,281370.0605,114941.1096
1056,1064.6052,12.34,442155.8545,108479.0714,103808.9299,300779.5131,326038.671,256357.1589,429991.9185,98090.89463,76268.051,253140.2352
1057,648.1688,4.66,298060.2285,242997.3064,274740.1695,259200.6218,370345.5611,251880.5626,278973.5304,385036.5881,270666.2837,282090.4867
1058,896.465,14.62,1,1,1,955997.1456,921803.4022,1,671613.6111,1,1,1
1059,660.4949,5.29,1,1,1,1,1,1,1,1,1,1
1060,101.941,15.81,1,1,1,8066.966995,1,1,1,1,1,1
1061,152.0114,3.97,1,1,1,1,1,1,1,1,1,1
1062,492.1635,7.09,227674.8315,248161.5601,183792.9922,92646.85274,267577.2185,223114.5948,197271.6183,181729.6777,127102.4942,226819.8483
1063,228.0042,1.16,288010.9111,314060.4052,318750.0313,330618.6417,371956.8176,341294.2794,375331.5031,219678.3581,299492.6745,413073.627
1064,305.9744,4.53,29315.38729,32993.2076,32831.0745,30156.83586,34952.82028,33475.38066,21433.20079,14173.59515,34283.79948,34773.90858
1065,285.04,5.25,1,1,1,1,1,1,1,1,1,1
1066,242.0096,4.44,80766.48821,25141.9799,32275.9773,20294.72509,29812.49186,47351.9061,120458.8861,38708.28147,47836.612,44641.08212
1067,608.1746,4.85,375855.4923,318360.5257,336742.1157,268705.8641,285965.5028,279936.7254,317317.5324,327073.4256,344562.5835,333229.5297
1068,556.2308,4.8,119641.6174,120079.1373,120204.4241,86110.6332,105517.3843,303441.9508,281005.5011,313046.083,309107.6752,331897.4545
1069,294.2194,13.68,307534.7022,145212.8924,151682.5213,341747.2883,131501.196,209296.7497,212794.576,188501.3596,203697.018,114201.9124
1070,181.9199,6.45,2447.352529,1826.39364,1469.135313,3856.367353,1,8086.038796,1,1,4370.577219,1644.663837
1071,310.1811,13.75,308144.715,1,1,504530.5228,284752.0521,1,302180.6345,1,1,1
1072,809.5979,5,143907.0085,121216.9965,146318.6907,138310.048,132469.9029,479857.4389,133888.2629,67763.15444,83012.50267,87886.6994
1073,558.2176,14.04,1,1,557265.1882,1,1,702516.1307,1,477326.186,390437.0627,1
1074,640.1644,3.54,310996.8016,291106.5493,299115.5079,265438.2675,259365.982,285681.7817,280893.2805,312619.4334,277994.9262,299854.9524
1075,916.2835,4.3,312053.9004,225305.9876,293342.5016,213614.9507,168252.3554,421002.2849,486575.6711,445033.4475,399838.747,409369.7596
1076,255.0231,1.04,1,1079004.857,387712.3991,373757.3671,1,1,7026.353793,367308.2688,1,1
1077,480.2574,7.48,294811.7631,223499.2243,350174.7723,279368.5701,313279.5337,482910.2889,299210.6775,356966.5443,361053.2947,165588.2863
